,ID,SMILES,Group,Source,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio
643,644,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,Peptide,CycPeptMPDB,22,3,4,7,C1CNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N1,0.4090909090909091,0.9545454545454546
644,645,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,Peptide,CycPeptMPDB,24,4,3,7,C1CCNCCNCCNCCNCCNCCNCCCNC1,CC1CC(=O)N(C)CCCC(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.5,0.875
645,646,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,Peptide,CycPeptMPDB,24,4,3,7,C1CCNCCNCCNCCNCCNCCNCCCNC1,CC1CC(=O)N(C)CCCC(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.5,0.875
646,647,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.48,0.96
647,648,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.48,0.96
648,649,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,Peptide,CycPeptMPDB,25,5,3,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.6,0.96
649,650,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,Peptide,CycPeptMPDB,27,4,4,8,C1CCNCCNCCNCCNCCNCCNCCNCCCNC1,CC1CC(=O)N(C)CCCC(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N1,0.4444444444444444,0.8888888888888888
650,651,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,Peptide,CycPeptMPDB,27,4,4,8,C1CCNCCNCCNCCNCCNCCNCCNCCCNC1,CC1CC(=O)N(C)CCCC(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N1,0.4444444444444444,0.8888888888888888
651,652,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@@H]2CCCN2C1=O,Peptide,CycPeptMPDB,25,3,5,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1,0.36,0.96
652,653,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@@H]2CCCN2C1=O,Peptide,CycPeptMPDB,25,3,5,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1,0.36,0.96
653,654,CC(C)C[C@H]1C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N1C,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)CC(=O)NC(C)C(=O)N(C)C(C)C(=O)N1,0.48,0.96
654,655,CC(C)C[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](CC(C)C)N(C)C1=O,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N1,0.48,0.96
655,656,CC(C)C[C@@H]1NC(=O)CN(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC1=O,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N(C)CC(=O)NC(C)C(=O)N1,0.48,0.96
656,657,CC(C)C[C@@H]1NC(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](COC(C)(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C1=O,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N1,0.48,0.96
657,658,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,Peptide,CycPeptMPDB,25,5,3,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)CC(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N1,0.6,0.96
658,659,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)CC(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,Peptide,CycPeptMPDB,25,5,3,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)CC(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N1,0.6,0.96
659,660,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N1C,Peptide,CycPeptMPDB,27,4,4,8,C1CCNCCNCCNCCNCCNCCNCCNCCCNC1,CC1CC(=O)N(C)CCCC(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)CC(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N1,0.4444444444444444,0.8888888888888888
660,661,CC(C)C[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)N(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](COC(C)(C)C)NC(=O)[C@H](CC(C)C)N(C)C1=O,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N1,0.48,0.96
661,662,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)CC(=O)NC(C)C(=O)NC(C)C(=O)N1,0.48,0.96
662,663,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](COC(C)(C)C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)N(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)O)NC1=O,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N1,0.48,0.96
663,664,CC(C)C[C@H]1C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,Peptide,CycPeptMPDB,25,5,3,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N1,0.6,0.96
664,665,CC(C)C[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,Peptide,CycPeptMPDB,25,5,3,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(C)C(=O)NC(Cc2ccccc2)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N1,0.6,0.96
665,666,CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)O)NC1=O,Peptide,CycPeptMPDB,25,5,3,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N1,0.6,0.96
666,667,CC(C)C[C@@H]1NC(=O)[C@@H](C(C)C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)O)NC1=O,Peptide,CycPeptMPDB,25,5,3,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(Cc2ccccc2)C(=O)N1,0.6,0.96
667,668,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C1=O,Peptide,CycPeptMPDB,25,5,3,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(Cc2ccccc2)C(=O)N1,0.6,0.96
668,669,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCC(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,Peptide,CycPeptMPDB,26,4,4,8,C1CNCCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)CCC(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N1,0.46153846153846156,0.9230769230769231
669,670,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCC(=O)N1C,Peptide,CycPeptMPDB,26,4,4,8,C1CNCCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)CCC(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N1,0.46153846153846156,0.9230769230769231
670,671,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)N(C)C1=O,Peptide,CycPeptMPDB,25,3,5,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N2CCCC2C(=O)N(C)C(Cc2ccccc2)C(=O)N1,0.36,0.96
671,672,CC(C)C[C@H]1C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](C)C(=O)N1C,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.48,0.96
672,673,CC(C)C[C@H]1C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](COC(C)(C)C)C(=O)N1C,Peptide,CycPeptMPDB,25,5,3,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.6,0.96
673,674,CC(C)C[C@H]1C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CC(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)CC(=O)NC(C)C(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.48,0.96
674,675,CC(C)C[C@H]1C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N[C@@H](COC(C)(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N1C,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N1,0.48,0.96
675,676,CC(C)C[C@H]1C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@@H](C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)CC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,Peptide,CycPeptMPDB,25,5,3,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.6,0.96
676,677,CC(C)C[C@H]1C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N(C)CCCC(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N1C,Peptide,CycPeptMPDB,27,3,5,8,C1CCNCCNCCNCCNCCNCCNCCNCCCNC1,CC1CC(=O)N(C)CCCC(=O)N(C)C(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N1,0.3333333333333333,0.8888888888888888
677,678,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)CCCN(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC1=O,Peptide,CycPeptMPDB,27,3,5,8,C1CCNCCNCCNCCNCCNCCNCCNCCCNC1,CC1CC(=O)N(C)CCCC(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N1,0.3333333333333333,0.8888888888888888
678,679,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)CN(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC1=O,Peptide,CycPeptMPDB,25,4,4,8,C1CNCCNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(C)C(=O)N(C)CC(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N1,0.48,0.96
679,680,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)CCCN(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](COC(C)(C)C)NC(=O)[C@H](Cc2ccccc2)N(C)C1=O,Peptide,CycPeptMPDB,24,4,3,7,C1CCNCCNCCNCCNCCNCCNCCCNC1,CC1CC(=O)N(C)CCCC(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N1,0.5,0.875
680,681,CC(C)C[C@@H]1NC(=O)CCCN(C)C(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](COC(C)(C)C)NC1=O,Peptide,CycPeptMPDB,24,4,3,7,C1CCNCCNCCNCCNCCNCCNCCCNC1,CC1CC(=O)N(C)CCCC(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N1,0.5,0.875
681,682,CC(C)C[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@@H](COC(C)(C)C)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N1C,Peptide,CycPeptMPDB,22,4,3,7,C1CNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N(C)CC(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)N1,0.5454545454545454,0.9545454545454546
682,683,CC(C)C[C@@H]1NC(=O)C[C@@H](C(=O)N2CCCCC2)NC(=O)[C@H](COC(C)(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,Peptide,CycPeptMPDB,22,4,3,7,C1CNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)CC(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.5454545454545454,0.9545454545454546
683,684,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)N2CCCCC2)CC(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N[C@@H]([C@@H](C)O)C(=O)N1C,Peptide,CycPeptMPDB,22,4,3,7,C1CNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)CC(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N1,0.5454545454545454,0.9545454545454546
684,685,CC(C)C[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)NC(=O)C[C@@H](C(=O)N2CCCCC2)NC1=O,Peptide,CycPeptMPDB,22,4,3,7,C1CNCCNCCNCCNCCNCCNCCNC1,CC1CC(=O)NC(C)C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)CC(=O)N(C)C(C)C(=O)NC(C)C(=O)NC(C)C(=O)N1,0.5454545454545454,0.9545454545454546
