,ID,SMILES,Group,Source,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio
3380,3381,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)C(C)N(C)C1=O,0.3333333333333333,1.0
3381,3382,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
3382,3383,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
3383,3384,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,19,4,2,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.631578947368421,0.9473684210526315
3384,3385,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)C(C)N(C)C1=O,0.3333333333333333,1.0
3385,3386,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
3386,3387,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
3387,3388,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
3388,3389,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
3389,3390,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
3390,3391,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.3333333333333333,1.0
3391,3392,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,Peptide,CycPeptMPDB,19,4,2,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.631578947368421,0.9473684210526315
3392,3393,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
3393,3394,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
3394,3395,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
3395,3396,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
3396,3397,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
3397,3398,CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
3398,3399,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.3333333333333333,1.0
3399,3400,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
3400,3401,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,Peptide,CycPeptMPDB,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
3401,3402,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
3402,3403,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
3403,3404,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,Peptide,CycPeptMPDB,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
3404,3405,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
3405,3406,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
3406,3407,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
3407,3408,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Peptide,CycPeptMPDB,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
3408,3409,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Peptide,CycPeptMPDB,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
3409,3410,C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,Peptide,CycPeptMPDB,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
3410,3411,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,Peptide,CycPeptMPDB,18,4,2,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.6666666666666666,1.0
3411,3412,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,18,4,2,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.6666666666666666,1.0
3412,3413,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,Peptide,CycPeptMPDB,18,4,2,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.6666666666666666,1.0
3413,3414,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,Peptide,CycPeptMPDB,18,4,2,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.6666666666666666,1.0
3414,3415,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Peptide,CycPeptMPDB,18,4,2,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.6666666666666666,1.0
3415,3416,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,18,4,2,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.6666666666666666,1.0
3416,3417,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Peptide,CycPeptMPDB,18,4,2,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.6666666666666666,1.0
3417,3418,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)C(C)NC1=O,0.5,1.0
3418,3419,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
3419,3420,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)N(C)C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
3420,3421,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)N(C)C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
3421,3422,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
3422,3423,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,Peptide,CycPeptMPDB,18,4,2,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.6666666666666666,1.0
3423,3424,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
3424,3425,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)C(C)NC1=O,0.5,1.0
3425,3426,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,Peptide,CycPeptMPDB,18,4,2,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.6666666666666666,1.0
3426,3427,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
3427,3428,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)N(C)C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
3428,3429,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
3429,3430,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)N(C)C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
3430,3431,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)C(C)NC1=O,0.5,1.0
3431,3432,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)C(C)NC1=O,0.5,1.0
3432,3433,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
3433,3434,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,Peptide,CycPeptMPDB,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)C(C)NC1=O,0.5,1.0
