ID,Standardise_SMILES,MW,HBA,HBD,cLogP,TPSA,MRS,AR,KI
MC-2656,CC(C)n1nccc1C(=O)N1CCCCN(C)C(=O)c2cc(Cl)ccc2OCCC1,432.952,5,0,3.895,67.67,13,0.231,7.368
MC-2658,COc1ccccc1C(=O)N1CCC2(CC1)CC(O)C(O)Cc1ccccc1OCC(=O)N(C)C2,482.577,6,2,2.123,99.54,12,0.251,7.618
MC-2672,O=C(Cc1ccccc1F)N1CCOC2(CCCCc3ccccc3OCCNC2=O)C1,440.515,4,1,2.887,67.87,12,0.251,7.047
MC-2677,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)C3CCOCC3)CCO2)C1=O,444.572,5,0,2.665,68.31,12,0.251,7.682
MC-2680,CCc1noc(C)c1C(=O)N1CCOC2(CCCCc3ccccc3OCCN(C)C2=O)C1,455.555,6,0,3.02,85.11,12,0.251,7.024
MC-2681,COC1CN(C(C)=O)CCCN(C(=O)c2ccccn2)CCCCOCC(O)C1O,423.51,7,2,0.31,112.43,15,0,10.153
MC-2685,COc1ncccc1C(=O)N1CCC2(CCCCc3ccccc3OCC(C)NC2=O)CC1,451.567,5,1,3.623,80.76,12,0.251,7.158
MC-2691,CS(=O)(=O)N1CCN(C(=O)c2ccc3c(c2)Cc2cccc(c2)C(=O)NCCOCCO3)CC1,487.578,6,1,1.134,105.25,14,0.215,7.497
MC-2706,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3cncs3)CCO2)C1=O,443.569,6,0,3.008,71.97,12,0.251,6.871
MC-2717,O=C(CN1CCCCCCOc2ccccc2Oc2ncccc2C1)N1CCCC(O)C1,439.556,6,1,3.612,75.13,14,0,7.957
MC-2724,CN1CC2(CCCCc3ccccc3OCC1=O)CCN(C(=O)Cc1ccc3c(c1)OCO3)CC2,478.589,5,0,3.83,68.31,12,0.251,6.841
MC-2727,CC(C)c1cc(C(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCC2)on1,419.909,5,0,3.838,75.88,12,0.251,6.795
MC-2733,CCN1CCCCN(C(=O)c2ccccc2F)C2CCCCC2Oc2ccccc2C1=O,438.543,3,0,4.914,49.85,12,0.251,7.078
MC-2735,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3cc[nH]n3)CCO2)C1=O,426.517,5,1,2.275,87.76,12,0.251,6.556
MC-2739,CN1CCOc2ccccc2CCCCC2(CN(C(=O)/C=C/c3ccccc3)CCO2)C1=O,448.563,4,0,3.561,59.08,12,0.251,7.45
MC-2740,CCN1CCCCN(C(=O)c2ccc(F)cc2F)C2CCCCC2Oc2ccccc2C1=O,456.533,3,0,5.053,49.85,12,0.251,7.256
MC-2747,O=C(c1cscn1)N1CCCCC2(CO)CCN(CC2)C(=O)c2ccccc2OCC1,443.569,6,1,3.063,82.97,15,0.2,6.871
MC-2748,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3ccc(F)cc3F)CCO2)C1=O,472.532,4,0,3.83,59.08,12,0.251,7.459
MC-2750,Cc1cccc(C(=O)N2CCCCC3(CO)CCN(CC3)C(=O)c3ccccc3OCC2)c1,450.579,4,1,3.915,70.08,15,0.2,7.333
MC-2763,O=C(Cn1ccc(=O)[nH]c1=O)N1CCOC2(C/C=C/Cc3ccccc3OCCNC2=O)C1,454.483,7,2,-0.168,122.73,12,0.251,6.735
MC-2767,CN1CCCCN(S(=O)(=O)c2cc3c(cc2Cl)OCCO3)C2CCCCC2Oc2ccccc2C1=O,535.062,6,0,4.358,85.38,12,0.251,7.325
MC-2768,O=C(c1ccncc1)N1CCCCC2(CO)CCN(CC2)C(=O)c2ccccc2OCC1,437.54,5,1,3.001,82.97,15,0.2,7.047
MC-2773,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3cnccn3)CCO2)C1=O,438.528,6,0,2.342,84.86,12,0.251,6.994
MC-2777,CC1COc2ccc(Cl)cc2C(=O)NCCCCN(C(=O)Cn2cccn2)CC(=O)N1,447.923,6,2,1.472,105.56,15,0.401,7.884
MC-2780,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3ccnc(C)n3)CCO2)C1=O,452.555,6,0,2.65,84.86,12,0.251,7.226
MC-2782,O=C(c1ccc(C(F)(F)F)cc1)N1CCCCC2(CO)CCN(CC2)C(=O)c2ccccc2OCC1,504.549,4,1,4.625,70.08,15,0.2,7.876
MC-2783,CCc1ccc(C(=O)N2CCOC3(CCCCc4ccccc4OCCN(C)C3=O)C2)cc1,450.579,4,0,3.724,59.08,12,0.251,7.333
MC-2789,CC1COc2ccccc2C(=O)NC(C(=O)N2CCc3ccccc3CC2)CC(=O)NC2(CCCC2)C(=O)NC(C(C)C)C(=O)N1,631.774,6,4,2.269,145.94,17,0.707,10.283
MC-2791,CCc1noc(C)c1C(=O)N1CCCCNC(=O)c2cc(Cl)ccc2OCC(C)NC(=O)C1,476.961,6,2,2.748,113.77,15,0.401,8.324
MC-2792,COC(C)(C)C(=O)N1CCC2(CCCCCOc3ccccc3C(=O)NC2)CC1,402.535,4,1,3.403,67.87,12,0.251,6.83
MC-2800,CC1(C)CCCN(C2CCN(C(=O)C3CCCC3)CC2)Cc2cccnc2Oc2ccccc2OC1,491.676,5,0,6.056,54.9,13,0,7.8
MC-2813,CC(C)C1NC(=O)C(C(C)O)NC(=O)c2ccccc2OCCN(C)C1=O,377.441,5,3,0.157,107.97,13,0.693,6.788
MC-2815,Cc1nc2ccc(C(=O)N3CCCCNC(=O)c4cc(Cl)ccc4OCC(C(C)C)NC(=O)C3)cc2[nH]1,526.037,5,3,3.71,116.42,15,0.401,8.329
MC-2818,Cc1nc2ccccn2c1CC(=O)N1CCCCN(C)C(=O)c2cc(Cl)ccc2OCC1,454.958,5,0,3.612,67.15,12,0.251,6.649
MC-2824,O=C(c1ccc(F)cc1)N1CCCCC2(CO)CCN(CC2)C(=O)c2ccccc2OCC1,454.542,4,1,3.746,70.08,15,0.2,7.279
MC-2826,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3c(F)cccc3F)CCO2)C1=O,472.532,4,0,3.83,59.08,12,0.251,7.459
MC-2833,CN(CC(=O)N1CCOC2(CCCCc3ccccc3OCCN(C)C2=O)C1)C(=O)OC(C)(C)C,489.613,6,0,2.715,88.62,12,0.251,8.638
MC-2842,O=C(CN1CCCCCCOc2ccccc2Oc2ncccc2C1)N1C2CCC1CC(O)C2,465.594,6,1,4.143,75.13,14,0,7.304
MC-2847,Cn1cc(C(=O)N2CCCCC3(CO)CCN(CC3)C(=O)c3ccccc3OCC2)cn1,440.544,6,1,2.34,87.9,15,0.2,6.789
MC-2852,Cc1sc2ncn(CC(=O)N3CCOC4(CCCCc5ccccc5OCCNC4=O)C3)c(=O)c2c1C,524.643,8,1,2.594,102.76,12,0.251,7.299
MC-2868,Cc1ccc(C(=O)N2CCCCC3(CO)CCN(CC3)C(=O)c3ccccc3OCC2)cc1,450.579,4,1,3.915,70.08,15,0.2,7.333
MC-2872,CNC(=O)C12CCCCN(C(=O)C3CCC3)CCOc3ccccc3C(=O)N(CC1)CC2,441.572,4,1,2.846,78.95,15,0.2,7.013
MC-2880,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3ccncn3)CCO2)C1=O,438.528,6,0,2.342,84.86,12,0.251,6.994
MC-2881,CC(C)C1COc2ccc(Cl)cc2C(=O)NCCCCN(C(=O)c2ccc3ccccc3n2)CC(=O)N1,523.033,5,2,4.074,100.63,15,0.401,8.608
MC-2891,Cc1cc(C(F)F)n2nc(C(=O)N3CCOC4(CCCCc5ccccc5OCCNC4=O)C3)nc2n1,514.533,8,1,2.503,110.95,12,0.251,7.004
MC-2895,CC(C)C1NC(=O)CC(C(=O)N2CC(O)C2)NC(=O)c2ccccc2OCCNC1=O,432.477,6,4,-0.972,137.07,14,0.644,7.111
MC-2898,Cc1n[nH]c(C)c1CC(=O)N1CCOC2(CCCCc3ccccc3OCCN(C)C2=O)C1,454.571,5,1,2.43,87.76,12,0.251,7.024
MC-2899,CNC(=O)C12CCCCN(C(=O)c3cscn3)CCOc3ccccc3C(=O)N(CC1)CC2,470.595,6,1,2.817,91.84,15,0.2,7.272
MC-2903,CN1CCCCN(C(=O)c2ccc(OC(F)(F)F)cc2)C2CCCCC2Oc2ccccc2C1=O,490.522,4,0,5.283,59.08,12,0.251,7.521
MC-2913,CNC(=O)C12CCCCN(C(=O)CC(C)(C)C)CCOc3ccccc3C(=O)N(CC1)CC2,457.615,4,1,3.483,78.95,15,0.2,8.03
MC-2916,O=C(c1ccncn1)N1CCCCC2(CO)CCN(CC2)C(=O)c2ccccc2OCC1,438.528,6,1,2.396,95.86,15,0.2,6.994
MC-2919,O=C1c2ccccc2OCCN(C(=O)C2CC2)CCCCC2(CO)CCN1CC2,400.519,4,1,2.703,70.08,15,0.2,6.087
MC-2929,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3cc(F)ccc3F)CCO2)C1=O,472.532,4,0,3.83,59.08,12,0.251,7.459
MC-2935,O=C1NCCOCCOc2ccc(C(=O)Nc3ccncc3)cc2Cc2cccc1c2,417.465,5,2,3.064,89.55,14,0.215,6.541
MC-2940,CN1CCCCN(S(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)C2CCCCC2Oc2ccccc2C1=O,526.659,7,0,3.124,93.85,12,0.251,6.888
MC-2941,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3ocnc3C)CCO2)C1=O,441.528,6,0,2.848,85.11,12,0.251,6.789
MC-2943,O=C1NCC2(CCCCCOc3ccccc31)CCCN(C(=O)CC1CC1)C2,384.52,3,1,3.778,58.64,12,0.251,5.882
MC-2944,CC(C)C1COc2ccc(Cl)cc2C(=O)NCCCCN(C(=O)c2n[nH]c3ccccc23)CC(=O)N1,512.01,5,3,3.402,116.42,15,0.401,8.097
MC-2948,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3coc(C)n3)CCO2)C1=O,441.528,6,0,2.848,85.11,12,0.251,6.789
MC-2949,Cc1ccc(C(=O)N2CCCCNC(=O)c3cc(Cl)ccc3OCC(C(C)C)NC(=O)C2)cn1,487,5,2,3.229,100.63,15,0.401,8.872
MC-2953,Cc1cccc(C)c1C(=O)N1CCCCC2(CO)CCN(CC2)C(=O)c2ccccc2OCC1,464.606,4,1,4.223,70.08,15,0.2,7.566
MC-2967,CNC(=O)C12CCCCN(C(=O)c3c(C)noc3C)CCOc3ccccc3C(=O)N(CC1)CC2,482.581,6,1,2.965,104.98,15,0.2,7.424
MC-2968,CNC(=O)C12CCCCN(C(=O)c3ccc(F)cc3)CCOc3ccccc3C(=O)N(CC1)CC2,481.568,4,1,3.499,78.95,15,0.2,7.681
MC-2971,Nc1cccc(C(=O)N2CCCCC3(CO)CCN(CC3)C(=O)c3ccccc3OCC2)n1,452.555,6,2,2.584,108.99,15,0.2,7.128
MC-2990,Cc1nccn1CC(=O)N1CCOC2(CCCCc3ccccc3OCCN(C)C2=O)C1,440.544,6,0,2.053,76.9,12,0.251,6.789
MC-2999,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3ccc(C)n(C)c3=O)CCO2)C1=O,481.593,6,0,2.559,81.08,12,0.251,7.596
MC-3002,CN1CCCCN(C(=O)c2ccc(-c3ccccc3F)o2)C2CCCCC2Oc2ccccc2C1=O,490.575,4,0,5.784,62.99,12,0.251,7.071
MC-3007,O=C1COc2ccccc2C/C=C/CC2C(CCCN2C(=O)Cc2c[nH]c(=O)[nH]c2=O)N1,438.484,5,3,0.663,124.36,12,0.251,6.532
MC-3008,CCN1CCCCN(C(=O)c2cccc(F)c2)C2CCCCC2Oc2ccccc2C1=O,438.543,3,0,4.914,49.85,12,0.251,7.078
MC-3019,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3ncoc3C)CCO2)C1=O,441.528,6,0,2.848,85.11,12,0.251,6.789
MC-3020,CC1COc2ccccc2CCCCC2(CCN(C(=O)CCC(F)(F)F)CC2)C(=O)N1,440.506,3,1,4.248,58.64,12,0.251,7.489
MC-3039,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3c(C)n(C)c4ccccc34)CCO2)C1=O,503.643,5,0,4.352,64.01,12,0.251,7.244
MC-3040,CNC(=O)C12CCCCN(C(=O)c3ccc(Cl)cc3)CCOc3ccccc3C(=O)N(CC1)CC2,498.023,4,1,4.014,78.95,15,0.2,7.958
MC-3043,COC1CN(C(C)=O)CCCN(C(=O)c2cncnc2)CCCCOCC(O)C1O,424.498,8,2,-0.295,125.32,15,0,10.08
MC-3053,c1ccc2c(c1)OCCCCCNC(=NCC1CCOCC1)c1cccnc1O2,395.503,5,1,4.199,64.97,13,0,6.968
MC-3054,O=C(c1ccc(=O)n(-c2ccc(F)cc2)n1)N1CCOC2(CCCCc3ccccc3OCCNC2=O)C1,520.561,7,1,2.504,102.76,12,0.251,7.502
MC-3055,CNC(=O)C12CCCCN(C(=O)c3cccc(F)c3)CCOc3ccccc3C(=O)N(CC1)CC2,481.568,4,1,3.499,78.95,15,0.2,7.681
MC-3058,CC(=O)N1CC(C(=O)N2CCCCC3(CO)CCN(CC3)C(=O)c3ccccc3OCC2)C1,457.571,5,1,1.771,90.39,15,0.2,7.218
MC-3059,CC(C)C1COc2ccc(Cl)cc2C(=O)NCCCCN(C(=O)c2ccc3[nH]nnc3c2)CC(=O)N1,512.998,6,3,2.797,129.31,15,0.401,8.043
MC-3060,COc1cc(C(=O)N2CCC3(CCCCc4ccccc4OCC(C)NC3=O)CC2)ccn1,451.567,5,1,3.623,80.76,12,0.251,7.158
MC-3062,Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)nnn1-c1ccccc1,489.576,7,1,2.709,98.58,12,0.251,6.994
MC-3069,Cc1nc(C)c(CC(=O)N2CCOC3(C/C=C/Cc4ccccc4OCCNC3=O)C2)c(O)n1,466.538,7,2,1.637,113.88,12,0.251,7.115
MC-3077,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3cc(F)cc(F)c3)CCO2)C1=O,472.532,4,0,3.83,59.08,12,0.251,7.459
MC-3079,Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)nnn1-c1ccc(F)cc1,507.566,7,1,2.848,98.58,12,0.251,7.18
MC-3092,CCC(=O)N1CCCCC2(CO)CCN(CC2)C(=O)c2ccccc2OCC1,388.508,4,1,2.703,70.08,15,0.2,6.942
MC-3099,CCN1CCOc2ccccc2CCCCC2(CN(C(=O)c3ccccc3C(F)(F)F)CCO2)C1=O,504.549,4,0,4.571,59.08,12,0.251,7.876
MC-3107,O=C(c1ccc(F)cc1)N1CCN(C(=O)c2cc[nH]n2)CCCCOCC(O)C(O)C(O)C1,464.494,7,4,0.027,139.22,14,0,8.892
MC-3108,COC1CN(C(C)=O)CCCN(C(=O)c2cnccn2)CCCCOCC(O)C1O,424.498,8,2,-0.295,125.32,15,0,10.08
MC-3114,O=C1NCC2(CCCCCCOc3ccc(Cl)cc31)CCN(C(=O)Cc1ccccc1)CC2,469.025,3,1,5.264,58.64,13,0.231,7.918
MC-3133,CNC(=O)C12CCCCN(C(=O)C3CCCCC3)CCOc3ccccc3C(=O)N(CC1)CC2,469.626,4,1,3.627,78.95,15,0.2,8.114
MC-3139,CC(C)C1COc2ccc(Cl)cc2C(=O)NCCCCN(C(=O)c2ccccn2)CC(=O)N1,472.973,5,2,2.921,100.63,15,0.401,8.654
MC-3142,O=C1CC(C(=O)N2CCc3ccccc3CC2)NC(=O)c2ccccc2OCCNC(=O)C(CO)N1,494.548,6,4,-0.212,137.07,14,0.644,8.166
MC-3143,O=C1NCCOCCOc2ccc(C(=O)N3CCCC3CO)cc2Cc2cccc1c2,424.497,5,2,2.013,88.1,14,0.215,6.84
MC-3145,Cc1c(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)nnn1-c1ccccc1F,507.566,7,1,2.848,98.58,12,0.251,7.18
MC-3148,O=C1c2ccccc2OCCN(C(=O)C2CCCC2)CCCCC2(CO)CCN1CC2,428.573,4,1,3.483,70.08,15,0.2,7.157
MC-3157,O=C1COc2ccccc2C/C=C/CC2C(CCCN2C(=O)Cn2cccnc2=O)N1,422.485,6,1,1.301,93.53,12,0.251,6.448
MC-3159,CCc1cc(C(=O)N2CCOC3(CCCCc4ccccc4OCCNC3=O)C2)no1,427.501,6,1,2.37,93.9,12,0.251,6.556
MC-3175,CN1CCCCN(S(=O)(=O)c2c(F)cccc2F)C2CCCCC2Oc2ccccc2C1=O,478.561,4,0,4.212,66.92,12,0.251,6.994
MC-3182,Cc1cc(C)n(CC(=O)N2CCCCN(C)C(=O)c3cc(Cl)ccc3OCCC2)n1,432.952,5,0,3.317,67.67,13,0.231,7.368
MC-3183,CC1CN(C(=O)C2CC(=O)NC(CO)C(=O)NCCOc3ccccc3C(=O)N2)CC(C)O1,462.503,7,4,-1.203,146.3,14,0.644,8.231
MC-3186,CC(C)CC(=O)N1CCC2(CC1)CC(O)C(O)Cc1ccccc1OCC(=O)N(C)C2,432.561,5,2,1.847,90.31,12,0.251,7.595
MC-3190,CC(=O)N1CCCCCCCCN(CC(=O)OC(C)(C)C)Cc2ccccc21,388.552,4,0,4.537,49.85,13,0,8.489
MC-3193,CN1CCCCN(S(=O)(=O)c2ccc3c(c2)OCCCO3)C2CCCCC2Oc2ccccc2C1=O,514.644,6,0,4.095,85.38,12,0.251,7.387
MC-3201,CC1CCCC(C)N1C(=O)CN1CCOC2(C/C=C/Cc3ccccc3OCCNC2=O)C1,455.599,5,1,2.545,71.11,12,0.251,7.706
MC-3203,CN1CCCCN(C(=O)Cc2ccccc2Br)C2CCCCC2Oc2ccccc2C1=O,499.449,3,0,5.076,49.85,12,0.251,7.507
MC-3209,CC(C)C1NC(=O)C2(CCCCC2)NC(=O)CC(C(=O)N2CCc3ccccc3CC2)NC(=O)c2ccccc2OCCNC1=O,631.774,6,4,2.271,145.94,17,0.707,10.599
MC-3220,CNC(=O)C12CCCCN(C(=O)c3ccc(C)cc3)CCOc3ccccc3C(=O)N(CC1)CC2,477.605,4,1,3.669,78.95,15,0.2,7.734
MC-3243,Cc1onc(-c2ccccc2Cl)c1C(=O)N1CCCCN(C)C(=O)c2ccccc2OC2CCCCC21,522.045,5,0,6.002,75.88,12,0.251,7.511
MC-3267,CN1CCCCN(S(=O)(=O)c2ccc(F)cc2)C2CCCCC2Oc2ccccc2C1=O,460.571,4,0,4.072,66.92,12,0.251,6.809
MC-3277,c1ccc2c(c1)OCCOCCN=C(NCC1CC1)c1cccnc1O2,353.422,6,1,3.029,64.97,13,0,5.304
MC-3281,CN(C)c1ncc2c(n1)Cc1cccc(c1)OCCOCCN=C2Nc1ccccn1,418.501,8,1,2.796,84.76,14,0,6.685
MC-3294,O=C1NCCCCN(C(=O)CN2CCOCC2)CCCCOc2ccc(Cl)cc21,423.941,5,1,2.183,71.11,14,0.215,8.581
MC-3323,O=C(c1ccc(F)cc1)N1CCN(C(=O)c2cncs2)CCCCOCC(O)C(O)C(O)C1,481.546,8,3,0.76,123.43,14,0,9.269
MC-3354,COC1CN(C(C)=O)CCCN(C(=O)c2ncccc2O)CCCCOCC(O)C1O,439.509,8,3,0.015,132.66,15,0,10.12
MC-3364,CCc1noc(C)c1C(=O)N1CCOC2(CCCCc3ccccc3OCCNC2=O)C1,441.528,6,1,2.678,93.9,12,0.251,6.789
MC-3384,OCCN1CCN(/C2=N/CCCCCOc3ccccc3Oc3ncccc32)CC1,410.518,7,1,2.793,70.42,13,0,7.155
MC-3482,CO[C@@H]1/C=C/c2cc3cc(ccc3cn2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1C,579.698,8,3,2.658,138.96,22,0.273,9.95
MC-3492,CO[C@H]1CC[C@@]2(/C=C/c3ccc4ccc(nc4c3)[C@@H](C)NC(=O)[C@@H]3CCCN(N3)C(=O)[C@H](C)NC(=O)[C@H](C(C)C)OC2=O)CC1,619.763,8,3,3.582,138.96,21,0.285,9.884
MC-3499,CO[C@@H]1CN(C)C(=O)c2cccc(C#N)c2OC[C@H]2O[C@@H](CC[C@H]2OC)CCN(C)C(=O)[C@@H]1C,473.57,7,0,2.085,101.33,16,0.375,8.887
MC-3502,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@H](c3ccccc3)CN(C)C(=O)c3cc(C#N)ccc3OC[C@@H]1O2,505.615,6,0,3.608,92.1,16,0.375,8.8
MC-3503,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@H](c3ccccc3)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,505.615,6,0,3.608,92.1,16,0.375,8.8
MC-3504,CO[C@H]1CC[C@@H]2CCOc3ccc(C#N)cc3C(=O)N(C)C[C@H](c3ccccc3)CC(=O)N(C)C[C@@H]1O2,505.615,6,0,3.608,92.1,16,0.375,8.8
MC-3505,CO[C@H]1CC[C@@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@H](c3ccccc3)CC(=O)N(C)C[C@@H]1O2,505.615,6,0,3.608,92.1,16,0.375,8.8
MC-3515,C[C@H]1CC(=O)N[C@H](c2ccccc2)C/C=C\C[C@@H](c2ccc3c(c2)OCO3)NC1=O,406.482,4,2,3.806,76.66,12,0.5,6.023
MC-3516,C[C@H]1CC(=O)N[C@@H](c2ccccc2)C/C=C\C[C@H](c2ccc3c(c2)OCO3)NC1=O,406.482,4,2,3.806,76.66,12,0.5,6.023
MC-3517,C[C@H]1CC(=O)N[C@H](c2ccccc2)C/C=C\C[C@H](c2ccc3c(c2)OCO3)NC1=O,406.482,4,2,3.806,76.66,12,0.5,6.023
MC-3526,CO[C@H]1CC[C@@H]2CCOc3ccc(C#N)cc3C(=O)N(C)C[C@H](OC)[C@H](C)C(=O)N(C)C[C@@H]1O2,473.57,7,0,2.085,101.33,16,0.375,8.887
MC-3527,CO[C@H]1CC[C@@H]2CCOc3c(C#N)cccc3C(=O)N(C)C[C@H](OC)[C@H](C)C(=O)N(C)C[C@@H]1O2,473.57,7,0,2.085,101.33,16,0.375,8.887
MC-3528,CO[C@H]1CC[C@H]2CCOc3ccc(C#N)cc3C(=O)N(C)C[C@@H](OC)[C@H](C)C(=O)N(C)C[C@@H]1O2,473.57,7,0,2.085,101.33,16,0.375,8.887
MC-3739,CC(C)[C@@H]1NC(=O)[C@@H](CO)NC(=O)CNCCCCCCNC1=O,342.44,5,5,-1.116,119.56,16,0.563,9.325
MC-3741,O=C1NCCCCCCNCC(=O)N2CCC[C@H]2C(=O)N[C@H]1Cc1ccc(O)cc1,416.522,5,4,0.69,110.77,16,0.563,8.071
MC-3744,CC(C)[C@@H]1NC(=O)[C@@H](CO)NC(=O)[C@@H](C)NCCCCCCNC1=O,356.467,5,5,-0.727,119.56,16,0.563,9.442
MC-3746,C[C@H]1NCCCCCCNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,430.549,5,4,1.079,110.77,16,0.563,8.283
MC-3805,CC[C@H]1OC(=O)[C@H](C)[C@H]2OC(c3ccccc3)O[C@H]([C@H]2C)[C@](C)(O)C[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@]1(C)O,508.652,8,4,2.963,125.68,14,0,8.908
MC-3807,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@](C)(O)C[C@@H](C)[C@@H]2OC(c3c(C)cc(C)cc3C)O[C@H]([C@H]2C)[C@]1(C)O,550.733,8,4,3.888,125.68,14,0,9.628
MC-3952,COC(=O)[C@@H]1[C@@H](C)[C@H](OC)/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@@H]1C)C4=O,695.762,12,4,3.488,194.99,24,0.125,11.248
MC-3957,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,785.891,13,5,6.158,198.38,24,0.125,11.191
MC-3961,CC(=O)NC1Cc2ccc(cc2)Oc2ccc(cc2)C(=O)CNC(=O)C(c2ccc(C)cc2)NC1=O,485.54,5,3,3.005,113.6,18,0.333,7.438
MC-3962,CC(=O)NC1Cc2ccc(cc2)Oc2ccc(cc2)C(=O)CNC(=O)C(c2ccccc2)NC1=O,471.513,5,3,2.696,113.6,18,0.333,7.206
MC-4149,Cc1nc(N)cc2c1CNC(=O)c1cnn(c1)Cc1ccc(Cn3cccn3)cc1OCC/C=C/CCCO2,527.629,9,2,3.89,122.11,20,0.15,8.205
MC-4150,Cc1nc(N)cc2c1CNC(=O)c1cnn(c1)Cc1ccc(Cn3cccn3)cc1OCCC/C=C\CCO2,527.629,9,2,3.89,122.11,20,0.15,8.205
MC-4151,Cc1nc(N)cc2c1CNC(=O)c1cnn(c1)Cc1ccc(Cn3cccn3)cc1OCCC/C=C/CCO2,527.629,9,2,3.89,122.11,20,0.15,8.205
MC-4160,Cc1cc2ccc1[C@@H](C)COC(=O)Nc1cccc(c1)CN(C)C(=O)[C@@H]2Nc1ccc2c(N)nccc2c1,509.61,6,3,5.603,109.58,16,0.375,6.872
MC-4163,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,521.923,5,2,4.424,100.45,16,0.188,7.313
MC-4195,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,473.978,6,0,5.007,74.6,12,0,6.306
MC-4196,CCS(=O)(=O)c1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,474.966,7,0,4.402,87.49,12,0,6.257
MC-4200,Cn1cc2c(cc1=O)OCCCCc1cc(Cl)ccc1Oc1ncc(CS(C)(=O)=O)cc1-2,474.966,7,0,4.153,87.49,12,0,6.257
MC-4211,Cn1cc2c(cc1=O)OCCCCc1cc(Cl)ccc1Oc1ccc(CS(C)(=O)=O)cc1-2,473.978,6,0,4.758,74.6,12,0,6.306
MC-4285,Cc1cc2cc(n1)-c1cnn(C)c1OCCC[C@@H](C)CN1/C(=N/C2=O)Nc2ccc(CN3CCN(C)CC3)cc21,542.688,9,1,3.775,91.12,15,0,7.288
MC-4317,CO[C@@H]1CN(C)C(=O)c2cccc(C#N)c2OC[C@@H]2O[C@H](CC[C@H]2OC)CCN(C)C(=O)[C@@H]1C,473.57,7,0,2.085,101.33,16,0.375,8.887
MC-4319,CNC1CN(c2cc3n4nc(cc4n2)[C@@H]2CCCCN2C(=O)c2cc(F)ccc2OCC(=O)NCCN3C)C1,536.612,9,2,1.589,107.34,16,0.375,6.713
MC-4356,COc1cc2c3cc1Oc1c(O)c(OC)cc4c1[C@H](Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]3N(C)CC2)N(C)CC4,594.708,8,2,6.556,83.86,18,0,7.265
MC-4464,CCOC(=O)[C@@H]1Cc2cn(cn2)C/C=C/COc2ccc(Cl)c(c2)C(=O)N1,389.839,6,1,2.389,82.45,15,0.2,6.132
MC-4479,CO[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N2CCC[C@H](N2)C(=O)O[C@H](C)c2cccc(c2)/C=C/CC[C@H]1C,556.704,7,3,2.89,126.07,22,0.273,11.271
