ID,Standardise_SMILES,MW,HBA,HBD,cLogP,TPSA,MRS,AR,KI
MC-3819,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC(=O)NCc3cn(CCCCCCCCCCCCN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)nn3)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1370.754,23,6,7.637,294.67,15,0,27.362
MC-3908,CCCCCCC[C@H]1OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCCCC)OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)CN(C)C(=O)[C@@H](CCCCC)OC(=O)CN(C)C1=O,965.324,12,0,8.192,186.44,24,0.5,30.998
MC-3909,CCCCCCC[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCCCC)OC(=O)[C@H](C)N(C)C1=O,965.324,12,0,8.477,186.44,24,0.5,30.998
MC-3911,CCCCC[C@H]1OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](CCC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](CCC)N(C)C1=O,993.378,12,0,8.969,186.44,24,0.5,31.143
MC-3900,CCCCCCCCC[C@H]1OC(=O)[C@H](CCCC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,951.297,12,0,8.087,186.44,24,0.5,30.197
MC-3818,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC(=O)NCc3cn(CCCCCCCCN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)nn3)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1314.646,23,6,6.076,294.67,15,0,24.996
MC-3899,CCCCCCCCC[C@H]1OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,951.297,12,0,7.943,186.44,24,0.5,29.48
MC-4349,COc1cc(CC(=O)N2CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC(N)=O)C(=O)CCSCc3ccc(cc3)C(=O)N[C@@H](CCCCN)CN(C(=O)CCC3CCCCC3)CC(=O)N[C@@H](Cc3ccccc3)CN(C(=O)CCc3ccccc3)CC(=O)N[C@@H](Cc3ccccc3)C2)cc(OC)c1,1425.805,14,6,7.313,302.28,32,0.563,32.073
MC-3897,CCCCCCCC[C@H]1OC(=O)[C@H](CCC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,923.243,12,0,7.307,186.44,24,0.5,28.607
MC-3905,CCCCCCCCC[C@H]1OC(=O)[C@H](CC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,923.243,12,0,7.307,186.44,24,0.5,28.607
MC-3910,CCCCCCCC[C@H]1OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,937.27,12,0,7.553,186.44,24,0.5,28.693
MC-3817,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC(=O)NCc3cn(CCCCCCN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)nn3)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1286.592,23,6,5.296,294.67,15,0,23.841
MC-3896,CCCCCCCCC[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,909.216,12,0,6.916,186.44,24,0.5,27.819
MC-3904,CCCCCCCC[C@H]1OC(=O)[C@H](CC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,909.216,12,0,6.916,186.44,24,0.5,27.819
MC-3906,CCCCC[C@H]1OC(=O)CN(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)CN(C)C1=O,909.216,12,0,6.631,186.44,24,0.5,27.819
MC-3907,CCCCCCC[C@H]1OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CCCCC)OC(=O)CN(C)C(=O)[C@@H](CCCCC)OC(=O)CN(C)C(=O)[C@@H](CCCCC)OC(=O)CN(C)C1=O,881.162,12,0,5.997,186.44,24,0.5,27.661
MC-3903,CCCCCCC[C@H]1OC(=O)[C@H](CC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,895.189,12,0,6.526,186.44,24,0.5,27.035
MC-3816,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC(=O)NCc3cn(CCCCN4CCN(c5cc6c(cc5F)c(=O)c(C(=O)O)cn6C5CC5)CC4)nn3)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1258.538,23,6,4.516,294.67,15,0,22.704
MC-3821,CCC1OC(=O)C(C)C(OC(=O)NCCCc2cn(CCCCCN3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)nn2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1142.422,20,6,4.413,266.98,15,0,21.434
MC-3887,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CC(C)CC(C)C2)C[C@@H](C)C(=N\OCCCc2cn(-c3cccnc3)nn2)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,1070.38,20,4,4.753,234.27,16,0,23.806
MC-3902,CCCCCC[C@H]1OC(=O)[C@H](CC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,881.162,12,0,6.136,186.44,24,0.5,26.257
MC-3820,CCC1OC(=O)C(C)C(OC(=O)NCCCc2cn(CCCCN3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)nn2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1128.395,20,6,4.023,266.98,15,0,20.856
MC-3898,CCCCCC[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,867.135,12,0,5.746,186.44,24,0.5,25.483
MC-3901,CCCCC[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](CC)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,867.135,12,0,5.746,186.44,24,0.5,25.483
MC-3886,C#CCCCO/N=C1/C=C/C(C)=C/[C@H](CO[C@@H]2O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]2OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CC(C)CC(C)C2)C[C@H]1C,950.265,16,4,4.558,190.67,16,0,23.664
MC-3895,CCCCC[C@H]1OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C(=O)[C@@H](CCCCC)OC(=O)[C@H](C)N(C)C1=O,853.108,12,0,5.356,186.44,24,0.5,24.715
MC-4340,CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)C(=O)C[C@@H](Cc3ccc(NC(=O)[C@H](Cc4ccccc4Cl)NC(=O)NCc4ccccc4)cc3)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,1178.907,14,8,5.566,258.82,17,0.53,23.932
MC-4362,CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)C(=O)C[C@@H](Cc3ccc(NC(=O)[C@H](Cc4ccccc4Cl)NC(=O)Cc4ccccc4)cc3)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,1163.892,14,7,5.426,246.79,17,0.53,23.499
MC-3773,CCCCCCCCCC(=O)N[C@@H](CCc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,566.787,4,4,4.503,116.4,12,0.5,16.169
MC-3780,CCCCCCCCCCN[C@@H](Cc1ccccc1Br)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,617.673,4,4,5.348,99.33,12,0.5,16.537
MC-3792,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCCNC(=O)/C=C/[C@H](Cc2ccccc2)NC1=O,602.82,4,4,4.923,116.4,12,0.5,15.78
MC-3841,CC(C)[C@@H]1NC(=O)C2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)NC(C(=O)N[C@H](CC(=O)NCc2cn(Cc3ccccc3)nn2)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,979.266,12,6,4.26,233.8,12,0.75,17.328
MC-3891,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N(C)C)C2O)[C@@H](CCN(C)Cc2cn(CCNCc3ccccc3)nn2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO,827.077,15,5,2.717,191.97,16,0,19.293
MC-3979,O1[C@@H]2C[C@@]3(O[C@H]([C@H](CC)C)[C@H](CC3)C)O[C@H](C\C=C(/C)\[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](OC)C4)[C@@H](OC)C3)[C@H](\C=C\C=C\3/CO[C@@H]4[C@H](O)C(=C[C@H]([C@]/34O)C1=O)C)C)C2,1736.1851,28,6,10.813,170.06,16,0,31.937
MC-4364,CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)C(=O)C[C@@H](Cc3ccc(NC(=O)[C@H](Cc4ccccc4Cl)NC(=O)Nc4ccccc4)cc3)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,1164.88,14,8,5.888,258.82,17,0.53,23.319
MC-3768,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,587.205,4,4,4.766,116.4,12,0.5,15.852
MC-3774,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1C)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,566.787,4,4,4.421,116.4,12,0.5,15.523
MC-3775,CCCCCCCCCC(=O)N[C@@H](Cc1cccc(C)c1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,566.787,4,4,4.421,116.4,12,0.5,15.523
MC-3776,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(C)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,566.787,4,4,4.421,116.4,12,0.5,15.523
MC-3777,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1F)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,570.75,4,4,4.252,116.4,12,0.5,15.444
MC-3778,CCCCCCCCCC(=O)N[C@@H](Cc1cccc(F)c1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,570.75,4,4,4.252,116.4,12,0.5,15.444
MC-3779,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,570.75,4,4,4.252,116.4,12,0.5,15.444
MC-3781,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,631.656,4,4,4.875,116.4,12,0.5,16.07
MC-3782,CCCCCCCCCC(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,602.82,4,4,5.266,116.4,12,0.5,14.655
MC-3783,CCCCCCCCCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,558.789,5,4,4.174,116.4,12,0.5,15.197
MC-3784,CCCCCCCCCC(=O)N[C@@H](Cc1ccsc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,558.789,5,4,4.174,116.4,12,0.5,15.197
MC-3785,C=CC[C@H](NC(=O)CCCCCCCCC)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,502.7,4,4,3.446,116.4,12,0.5,15.894
MC-3786,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,568.759,5,5,3.818,136.63,12,0.5,15.298
MC-3787,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1C/C=C/CNC(=O)/C=C/[C@H](C(C)C)NC1=O,552.76,4,4,4.113,116.4,12,0.5,15.406
MC-3788,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CC/C=C/CNC(=O)/C=C/[C@H](C(C)C)NC1=O,566.787,4,4,4.503,116.4,13,0.462,16.169
MC-3789,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCCNC(=O)/C=C/[C@H](C(C)C)NC1=O,554.776,4,4,4.337,116.4,12,0.5,15.705
MC-3790,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCCCNC(=O)/C=C/[C@H](C(C)C)NC1=O,568.803,4,4,4.727,116.4,13,0.462,16.472
MC-3791,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1C/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,566.787,4,4,4.503,116.4,13,0.462,16.169
MC-3799,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,552.76,4,4,4.113,116.4,12,0.5,15.406
MC-3847,CC(=O)NCCSC(=O)C[C@@H](NC(=O)[C@H](NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1,910.221,11,6,3.7,220.16,12,0.75,17.883
MC-3868,CCCOC1[C@H](O[C@@H]2[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O[C@H]3CC[C@H](N(C)C)[C@@H](C)O3)[C@H](C)C[C@@H]2CC=O)O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]1N(C)C,885.146,16,3,3.759,184.38,16,0,20.897
MC-3871,CN[C@H]1CC[C@H](O[C@H]2/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]3OC(O[Si](C)(C)C(C)(C)C)C[C@H](C[C@H]2C)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]4C[C@@](C)(O)[C@@H](O[Si](C)(C)C(C)(C)C)[C@H](C)O4)[C@H](N(C)C)C2OC(C)=O)[C@H]3OC)O[C@@H]1C,1099.603,17,2,8.77,180.4,16,0,22.485
MC-3885,C#CCCO/N=C1/C=C/C(C)=C/[C@H](CO[C@@H]2O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]2OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@H]1C,839.033,16,4,2.389,204.5,16,0,21.084
MC-3922,COC(=O)CCSC(=O)CC(NC(=O)C(NC(=O)C(/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)NC1C(C)(C)C)C(C)(C)C)C(C)c1ccccc1)c1nccs1,911.205,12,5,4.127,217.36,12,0.75,17.883
MC-3984,CC(C)S[C@H](NC(=O)[C@@H](C[C@H](O)[C@@H]1COCc2cccc(c2)C(c2ccccc2)NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(C)C)C(=O)NCc1ccccc1,858.096,9,5,5.154,183.24,15,0.401,15.93
MC-4350,CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)C(=O)C[C@@H](Cc3ccc(NC(=O)[C@H](Cc4ccccc4Cl)NC(C)=O)cc3)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,1087.794,14,7,4.203,246.79,17,0.53,22.271
MC-0087,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,837.058,17,5,2.21,216.89,14,0,18.801
MC-0105,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](*(C)C)[C@H]2O)[C@@H](CCO)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,904.121,17,6,3.202,238.59,16,0,19.149
MC-0131,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,943.193,13,5,2.706,239.08,23,0.522,21.711
MC-0489,CC(C)CCN(CCCCC1NC(=O)C(C)NC(=O)CC(C(=O)N2CCC(N(C)C)C2)NC(=O)c2ccccc2OCC(C)N(C)C1=O)CCC(C)C,742.019,8,3,3.131,143.63,17,0.707,17.517
MC-3393,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)[C@H](C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,837.058,17,5,2.21,216.89,14,0,18.801
MC-3689,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O[C@H](C)CCCCO[C@H]1CN(C)C(=O)Nc1cccc2ccccc12,809.021,8,5,7.909,175.56,14,0.215,16.509
MC-3690,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O[C@H](C)CCCCO[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12,809.021,8,5,7.909,175.56,14,0.215,16.509
MC-3691,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CCCCC2)OCCCC[C@@H](C)Oc2ccc(NC(=O)CCCCCC(=O)Nc3ccccc3N)cc2C1=O,749.994,8,4,6.631,163.53,14,0.215,17.078
MC-3692,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O[C@H](C)CCCCO[C@H]1CN(C)C(=O)C1CCCCC1,749.994,8,4,6.631,163.53,14,0.215,17.078
MC-3693,C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O[C@H](C)CCCCO[C@@H]1CN(C)C(=O)C1CCCCC1,749.994,8,4,6.631,163.53,14,0.215,17.078
MC-3694,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CCCCC2)OCCCC[C@@H](C)Oc2ccc(NC(=O)CCCCCC(=O)Nc3ccccc3N)cc2C1=O,749.994,8,4,6.631,163.53,14,0.215,17.078
MC-3771,CCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,538.733,4,4,3.722,116.4,12,0.5,14.652
MC-3772,CCCCCCCCCC(=O)N1CCC[C@]1(Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,592.825,4,3,4.989,107.61,12,0.5,13.977
MC-3838,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)NC(C(=O)N[C@H](CC(=O)NCc2ccccc2)c2nccs2)[C@@H](C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,898.188,9,6,4.621,203.09,12,0.75,16.479
MC-3846,CCCSC(=O)C[C@@H](NC(=O)[C@H](NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1,867.196,10,5,4.974,191.06,12,0.75,16.907
MC-3849,CC(C)[C@@H]1NC(=O)[C@@H]2[C@H](C)CCN2C(=O)CN/C(=N\[C@H](C(=O)N[C@@H](C(=O)N[C@H](CNC(=O)NCc2ccccc2)c2nccs2)C(C)c2ccccc2)C(C)(C)C)[C@H](C(C)(C)C)NC1=O,913.203,9,7,4.413,215.12,12,0.75,16.898
MC-3855,CCCC(=O)C[C@@H](NC(=O)[C@H](NC(=O)[C@@H](/N=C1\NCC(=O)N2CC[C@@H](C)[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1C(C)(C)C)C(C)(C)C)[C@@H](C)c1ccccc1)c1nccs1,835.129,9,5,4.673,191.06,12,0.75,15.991
MC-3869,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(C)=O)[C@H](C)O3)[C@H](N(C)C)C2OC(C)=O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,927.139,18,2,3.467,207.52,16,0,20.995
MC-3870,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)C2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)Cc3ccccc3)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,919.163,16,4,3.896,195.38,16,0,20.127
MC-3874,CO[C@H]1C(O[C@H]2CCCCO2)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2CCCCO2)[C@H](N(C)C)C1O,867.131,15,1,5.156,153.15,16,0,20.55
MC-3875,CO[C@H]1C(OC2CCCO2)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](OC2CCCO2)[C@H](N(C)C)C1O,839.077,15,1,4.376,153.15,16,0,19.227
MC-3877,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,916.112,18,5,1.834,238.67,16,0,20.499
MC-3880,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCn2cc(-c3ccccc3)nn2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,901.108,17,4,3.322,213.62,16,0,19.181
MC-3892,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)C(N(C)C)C2O)[C@@H](CCN(Cc2ccccc2)Cc2cn(-c3cnc4ccccc4c3)nn2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO,897.127,15,4,5.035,192.83,16,0,17.705
