,SMILES,Sample_Type,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Macrocycle_Free_Amide_Ratio,Macrocycle_Overall_Amide_Ratio
4026,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,Full,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)C(C)NC1=O,0.5,1.0
4027,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.3333333333333333,1.0
4028,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)C(C)N(C)C1=O,0.3333333333333333,1.0
4029,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
4030,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Full,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
4031,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Full,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)NC(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
4032,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)C(C)N(C)C1=O,0.3333333333333333,1.0
4033,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
4034,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
4035,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.3333333333333333,1.0
4036,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)C(C)N(C)C1=O,0.3333333333333333,1.0
4037,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
4038,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Full,19,4,2,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.631578947368421,0.9473684210526315
4039,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,Full,19,4,2,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.631578947368421,0.9473684210526315
4040,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.3333333333333333,1.0
4041,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)C(C)N(C)C1=O,0.3333333333333333,1.0
4042,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
4043,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,Full,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
4044,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,Full,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)C(C)NC1=O,0.5,1.0
4045,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Full,18,3,3,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)C(C)NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.5,1.0
4046,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
4047,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
4048,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,Full,19,4,2,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.631578947368421,0.9473684210526315
4049,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
4050,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)C(C)N(C)C1=O,0.3333333333333333,1.0
4051,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
4052,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Full,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
4053,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
4054,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.3333333333333333,1.0
4055,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C1=O,0.3333333333333333,1.0
4056,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
4057,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
4058,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Full,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
4059,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Full,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
4060,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,Full,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
4061,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,Full,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
4062,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
4063,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Full,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
4064,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
4065,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N1C,Full,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
4066,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,Full,19,3,3,6,C1CNCCNCCNCCNCCNCCNC1,CC1NC(=O)C2CCCN2C(=O)CC(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C(C)N(C)C(=O)C(Cc2ccccc2)NC1=O,0.47368421052631576,0.9473684210526315
4067,C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,Full,18,2,4,6,C1CNCCNCCNCCNCCNCCN1,CC1NC(=O)C(Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)C2CCCN2C(=O)CN(Cc2ccccc2)C(=O)CN(Cc2ccccc2)C1=O,0.3333333333333333,1.0
4068,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,4,3,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.5714285714285714,1.0
4069,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,4,3,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.5714285714285714,1.0
4070,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,4,3,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.5714285714285714,1.0
4071,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,4,3,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.5714285714285714,1.0
4072,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,4,3,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.5714285714285714,1.0
4073,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,4,3,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(C)NC1=O,0.5714285714285714,1.0
4074,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,3,4,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)N(C)C(=O)C(C)NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,0.42857142857142855,1.0
4075,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,3,4,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,0.42857142857142855,1.0
4076,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,3,4,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)C(C)NC1=O,0.42857142857142855,1.0
4077,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,3,4,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)N(C)C(=O)C(C)NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,0.42857142857142855,1.0
4078,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,3,4,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C(=O)C2CCCN2C(=O)C(C)NC1=O,0.42857142857142855,1.0
4079,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,3,4,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)N(C)C(=O)C(C)NC(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,0.42857142857142855,1.0
4080,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,Full,21,3,4,7,C1CNCCNCCNCCNCCNCCNCCN1,CC1NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N(C)C(=O)CN(C)C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,0.42857142857142855,1.0
